,selected_text,sentiment,text,textID
1319,ShoesShoesShoes.YayYayYay.lol.I,positive,ShoesShoesShoes.YayYayYay.lol.IWouldPostATwitPic.ButIdntKnoHow2,bc84f21e3b
1320,Search for 'Asos coupons' in Google  Plenty to choose from,neutral, Search for 'Asos coupons' in Google  Plenty to choose from,70a246040e
1321,'I want you in my mouth and my **** b!tch' mm jeffree rawks,neutral,'I want you in my mouth and my **** b!tch' mm jeffree rawks,4bf07d44a1
1322,Does the 1st show count? That would be the midnight show Thurs night/Fri morning,neutral, - Does the 1st show count? That would be the midnight show Thurs night/Fri morning,49ff747ca1
1323,Omg I can`t believe jay leno is going off the air,neutral,Omg I can`t believe jay leno is going off the air,c62bc1aa71
1324,but all of my plans were for tonight  well . . . most of them anyway.,positive,I`m SO thinking about skippin out to NY in the morning. . . but all of my plans were for tonight  well . . . most of them anyway.,b6ec6d35ed
1325,underpriveledged,negative,Taking 40 underpriveledged kids to the circus 2moro. BIG day planned & I still aint feeling 100%  so nervous right now..,b31f52a91e
1326,beautiful,positive,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won`t give me any",6d09b56028
1327,e swine flu,negative,  it might be the swine flu! haha `cause i`ve got the flu,015a057c59
1328,Happy Mothers day,positive,Happy Mothers day to all mums,b524839bd6
1329,can`t,negative,i can`t studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom,6599743334
1330,Is in starbucks,neutral,Is in starbucks,5dc85811dc
1331,Oceans 12,neutral, Oceans 12,a5cb92d08b
1332,Waking up early to go to the gym,neutral,Waking up early to go to the gym,f789f88a03
1333,"Heavens,",positive," Heavens, not good  I can empathise. Fingers crossed it doesn`t come to anything and you can sleep easy. Wishing for the best...",b519ba7eaf
1334,"Out with Bre, Jimmy, and Jon P?",neutral,"Out with Bre, Jimmy, and Jon P?",1f49142f0c
1335,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",neutral,"So anyone looking for a vinyl-clad playset with a 30 year mfr warranty? 3 slides, 4 swing slots, rock climbing wall, more! Amish built!",20771a6d9a
1336,amazecore!!,positive,"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",f1cf465b7b
1337,because no one ever understands me....,negative,I think I should hire one of those tranlsators.. because no one ever understands me....,74e9f8da6b
1338,I overslept  headache,negative,I overslept  headache,6ecab08a38
1339,Thanks G!,positive, Thanks G! My actual birthday is on Tuesday and I will be 24.,12a0841cb4
1340,happy star wars dayyyy,positive,happy star wars dayyyy =D and hbd to uncle LEE,c00e8432c2
1341,bout to go to work,neutral,bout to go to work,66629a38ef
1342,she`s such an amazing singer,positive,its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,8114133dba
1343,love,positive,4 more followers.. follow me and I`ll love you!! *pouts* Please?,00f5f7f9c5
1344,Good to be (sort of) home! :pI`m guilt stricken,neutral,In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,4a740beb70
1345,"Trying to watch your vids, but the audio has been disabled",neutral," Trying to watch your vids, but the audio has been disabled",64d352606b
1346,too late.,negative,Rats the Creative VADO`s are out of stock at walmart.com I`m too late.,49d6a06d0c
1347,weather starting to be better  So just SHINE **,neutral,weather starting to be better  So just SHINE **,82f7a9886e
1348,"diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for",neutral," diapers??  Feeding?  Cooking?  I don`t do any of that stuff!!!  Hahaha... yeah, right!  Sounds like a normal day for me.",d967d8fe91
1349,http://twitpic.com/4bckp - that should answer part of your question,neutral, http://twitpic.com/4bckp - that should answer part of your question,7adc7ea809
1350,hope ya sleepin well  guys,positive, hope ya sleepin well  guys still here,f82c9ce2b7
1351,I wasn`t feeling it,negative, I wasn`t feeling it,95a6c29dc3
1352,Watching some vintage topgear,neutral,Watching some vintage topgear,e3ab05496b
1353,hard,negative,Follow Friday is a bit hard to do when my work kicks in on Fridays,865ed306cb
1354,Thank you,positive," Thank you  How`s your daughter? And by the way, how did you get 1017 followers? :O",f1bfd686e8
1355,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,neutral,Realizing that I don`t have school today... or tomorrow... or for the next few months.  I really need to get on those job applications!,249bbd24bc
1356,"fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",neutral,"i want some grape soda, jack fowers` fault. also,  i wish i could see you play  are your uk gigs sold out? please reply!!!!!!!!",7651967ec9
1357,sweet!,positive, WOW.How sweet!,216703ba65
1358,THANKS ! My motivation is returning at about the rate I`m inputting coffee,neutral, - THANKS ! My motivation is returning at about the rate I`m inputting coffee  !,824aa064d2
1359,oh..keep working on it..you can always make it a little smaller,neutral, oh..keep working on it..you can always make it a little smaller,fbc0f03d51
1360,r the Best Job in the World. Good luck.,positive, Just saw you on TV for the Best Job in the World. Good luck.,4d967b142e
1361,Happy Mothers Day!!!,positive,Happy Mothers Day!!!  <3,3bf7a25c9b
1362,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,neutral,had my last class with Scott and Julie today  going to miss them... they bought me a bottle of champagne as a congratulatory gift.,2b603d3169
1363,"y i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing ther",positive," hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",4eec486ad7
1364,_ife not to forget cinnamon!,neutral,_ife not to forget cinnamon!,6562892a62
1365,", pains been part of my life for a long time now  I hope you feel a bit better soon.",neutral," I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon.",1e7784540e
1366,might be at cornerstone this year,neutral,might be at cornerstone this year,be5c38dab3
1367,glad,positive,sooo glad im home  floridia was fun!! back in ATL. time to sleep....then back up to work!!! constant grind.,f73bf22385
1368,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,neutral,I was feeling guilty about buying a luxurious pair of shoes yesterday until my house mate just saw them and got over excited,abad0bb1d5
1369,hurts,negative,"has burnt my hand on the cooker, it hurts",bc4f254bdd
1370,it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,neutral, it`s like the library equivalent of 'it`s 5 o`clock somewhere.' someone else in on the ref desk somewhere,33dab8fbaf
1371,were soooooo cute,positive, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,5a67d1f1b6
1372,s feel guilty,negative, I always feel guilty about it,d9d12cf0ce
1373,no need to thank  we all just have to keep the good thought!,neutral, no need to thank  we all just have to keep the good thought!,a59829e6b2
1374,e funny,positive,  ROFLMAO for the funny web portal  =D,032d67ca83
1375,i really cant take this.,negative,i really cant take this.,db0604e817
1376,IN COO,positive,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,eadba04b8a
1377,wish!,positive,Its 11:11...make a wish!,be239334dd
1378,Damned if you do and damned if you don`t!  Fun times at GCH!,neutral,SBS 2003 or SBS 2008! Damned if you do and damned if you don`t!  Fun times at GCH!,db8475bb3f
1379,bad weather .. weird summer!,negative,net .. net .. net ..  hmm. bad weather .. weird summer!,05edc8f85a
1380,is now on twitter.....,neutral,is now on twitter.....,1800b2f4b8
1381,ugh I`m not doin too good,negative, ugh I`m not doin too good,1a8ff9899f
1382,happy couple.,positive,She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,9511a73ba5
1383,it wont let me vote for some reason,negative," Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! <3",6cf7b5f739
1384,"_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right",neutral,"_pe awesomeness! Phillip hasn`t completely finished it but if goes up, down, left, and right",9125201b80
1385,what have you been up to ?,neutral, what have you been up to ?,f0032bffad
1386,miss,negative, mmmm lauren conrad eeeeep im going to miss the hills,1b9a62f130
1387,Thanks,positive, Thanks,d0ab385860
1388,Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),neutral,Ahhhh!!!!!! Almost off!!! Can`t wait!! But..I got work again rite after this!   HAT CLUB Come && gimme some Company! Oh && a Cookie! ;-),d8104f1513
1389,how i wish the result IS true...,neutral,how i wish the result IS true...,a4388ba674
1390,exciting,positive,and we`re off  to OT !! exciting game like always,7b4446cd34
1391,fan!,positive,watching Bones with Naty. Have made her a fan! Mission convert Naty: Success...now onto Mission convert Meagan,743c5b85ca
1392,I don`t have a subject line on my phone...  just normal texts.,neutral,  I don`t have a subject line on my phone...  just normal texts.,ce39d76749
1393,.THANK GOD,positive, her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,c31e5697e5
1394,glad,positive, and I`m really glad you were able to watch the game,aea9b1ab34
1395,alhamdulilah. i got accepted into nafa,neutral,alhamdulilah. i got accepted into nafa,96e1bb46a0
1396,Girsl night ! on my way to foam party  No sleep tonight !!,neutral,Girsl night ! on my way to foam party  No sleep tonight !!,0468e5c4d2
1397,kill,negative, Whom do yu wanna kill ??,ec6c041943
1398,I love being able to run my tongue along my teeth,positive,I love being able to run my tongue along my teeth,42e132f105
1399,"haha,",positive,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts",0e8144aa34
1400,it breaks my heart,negative,"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",1ce6042e00
1401,"Awe, THX so much!",positive,"_13 Awe, THX so much! Neither of need 2b sick on Friday!!  Do u have any prayer requests?",3c4b6fe3a1
1402,Random has an a,neutral, Random has an a,faf3012e1d
1403,__marie lol..french toast sticks too!,neutral,__marie lol..french toast sticks too!,2cfcce19be
1404,going to the memorial for the guy in my grade that died.,neutral,going to the memorial for the guy in my grade that died.,fa8874ad41
1405,"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about",neutral,"They grovelled   On tomorrow morning, will post a link to the show, should be on just after 9am if anyone is about",99cebdf8d8
1406,I can`t believe I`,negative,Sob! I can`t believe I`m ending my work week at the chapter about what Augusten Burrough`s father did to Ernie the guinea pig!,919c02e1d9
1407,Have a great time being whisked away,positive, Bye ! Have a great time being whisked away,095d7652dc
1408,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i`m super excited about! And looking forward to tonight too,neutral,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i`m super excited about! And looking forward to tonight too,0c0b11818a
1409,lol!,positive, lol! Ahhh well its a good song,031f001f5a
1410,made me just shake my head,negative,Actual wiki entry 'The Million Dollar Homepage' made me just shake my head due to the fact that ... sometimes...somtimes things just work,197e8317da
